"tipo_aeroplano","aeroporto"
"MD80","'BYF'"
"747","'PRX'"
"757","'CDA'"
"MD80","'MHQ'"
"190","'CLL'"
"MD80","'TGK'"
"787","'FDU'"
"737","'BTM'"
"767","'TTJ'"
"747","'YEC'"
"MD80","'AJR'"
"A320","'GYR'"
"A321","'SNA'"
"CRJ100","'FFA'"
"A319","'ADU'"
"707","'NNY'"
"CRJ100","'LEW'"
"757","'MZG'"
"747","'BTJ'"
"A319","'VBA'"
"ERJ145","'KIF'"
"190","'MXB'"
"MD80","'FLF'"
"747","'KGO'"
"MD80","'VLR'"
"ERJ145","'NHT'"
"757","'NCE'"
"757","'RGO'"
"707","'PGV'"
"ERJ145","'ATB'"
"A332","'SGY'"
"MD80","'ZIC'"
"A319","'YWK'"
"707","'SCM'"
"727","'LEA'"
"A320","'BAG'"
"757","'EOI'"
"170","'RVN'"
"A320","'NWA'"
"A321","'DVO'"
"707","'MHD'"
"CRJ700","'LDY'"
"737","'DRI'"
"727","'JIK'"
"CRJ440","'JJG'"
"747","'MDH'"
"737","'PPL'"
"767","'PIT'"
"MD80","'YOJ'"
"747","'RNI'"
"CRJ100","'VKG'"
"777","'UIK'"
"CRJ700","'IAM'"
"MD80","'BYP'"
"170","'MHC'"
"747","'NOG'"
"CRJ100","'GKE'"
"CRJ440","'BYP'"
"707","'LEW'"
"767","'AVV'"
"A320","'BWN'"
"CRJ440","'BDR'"
"ERJ145","'SNR'"
"A320","'CPV'"
"CRJ440","'FWA'"
"A332","'ASA'"
"777","'PAC'"
"A332","'RSH'"
"CRJ440","'MHZ'"
"A321","'OBO'"
"737","'FRJ'"
"707","'SXQ'"
"727","'QCY'"
"767","'BUX'"
"777","'LNO'"
"ERJ145","'MNK'"
"190","'ASB'"
"A332","'PAB'"
"767","'OKM'"
"777","'LKP'"
"170","'EAM'"
"170","'BUA'"
"A321","'UKT'"
"A320","'MVS'"
"CRJ100","'HOR'"
"707","'WTA'"
"ERJ145","'SFD'"
"707","'ORN'"
"ERJ145","'QPD'"
"787","'NCO'"
"747","'YBX'"
"747","'SPW'"
"MD80","'FSC'"
"A319","'TUA'"
"787","'MOI'"
"A319","'YYB'"
"757","'KEO'"
"MD80","'CHH'"
"190","'FOD'"
"787","'TMP'"
"170","'PUC'"
"ERJ145","'ZJG'"
"A321","'HCN'"
"A332","'YXR'"
"727","'VPY'"
"CRJ700","'HGR'"
"A319","'BFN'"
"A332","'BDR'"
"A332","'KGF'"
"170","'MQU'"
"CRJ100","'YZF'"
"737","'YPL'"
"MD80","'DSN'"
"737","'KKW'"
"727","'YXZ'"
"CRJ440","'YBV'"
"A321","'BNP'"
"CRJ100","'YYW'"
"170","'BYP'"
"A319","'ADK'"
"757","'LDV'"
"A332","'YKU'"
"757","'KGJ'"
"A320","'GZI'"
"A332","'EPL'"
"727","'GPZ'"
"A319","'ETS'"
"A321","'BUY'"
"777","'YDP'"
"190","'PEE'"
"CRJ700","'BED'"
"757","'UTI'"
"CRJ440","'PIK'"
"A321","'RER'"
"767","'BHN'"
"787","'YCC'"
"707","'YSH'"
"737","'DUS'"
"777","'BEO'"
"737","'KLR'"
"CRJ700","'COK'"
"190","'CCX'"
"A321","'OSU'"
"CRJ700","'AAA'"
"A332","'WLD'"
"A319","'HSK'"
"777","'INL'"
"CRJ440","'MYI'"
"747","'MMD'"
"A332","'MNZ'"
"747","'YSB'"
"767","'IDA'"
"A319","'EGX'"
"747","'JMJ'"
"727","'WKJ'"
"ERJ145","'OTI'"
"757","'ATW'"
"190","'BPF'"
"MD80","'AGA'"
"777","'EVX'"
"A320","'BWW'"
"CRJ440","'NTI'"
"737","'OMA'"
"170","'PNR'"
"737","'ERF'"
"737","'AVL'"
"707","'IHC'"
"190","'TPE'"
"CRJ440","'ENY'"
"737","'ABE'"
"MD80","'SHY'"
"170","'BEI'"
"190","'LMP'"
"767","'GSB'"
"190","'SCF'"
"MD80","'WBG'"
"777","'SHY'"
"MD80","'BNM'"
"A319","'PRV'"
"CRJ700","'MFK'"
"727","'SVW'"
"727","'MQU'"
"767","'HOD'"
"ERJ145","'OYO'"
"A320","'JHG'"
"737","'BJV'"
"170","'MAH'"
"A319","'EUA'"
"737","'TPJ'"
"757","'PWA'"
"190","'MYQ'"
"777","'NZH'"
"A332","'ASP'"
"787","'PBM'"
"CRJ100","'CPT'"
"A320","'DMK'"
"A319","'JUH'"
"A321","'AVI'"
"787","'NKT'"
"737","'DTI'"
"CRJ700","'ALP'"
"737","'CET'"
"A321","'YDG'"
"707","'HVG'"
"747","'YBI'"
"A319","'DIN'"
"190","'EAT'"
"190","'HTA'"
"CRJ100","'CAE'"
"747","'KAR'"
"CRJ100","'LQM'"
"727","'PPA'"
"CRJ700","'MJA'"
"787","'MSL'"
"777","'CPH'"
"A321","'NHV'"
"170","'KHD'"
"747","'KSQ'"
"ERJ145","'SWF'"
"777","'PCP'"
"A319","'OBF'"
"787","'ABQ'"
"A332","'KGK'"
"707","'NVP'"
"737","'DIR'"
"777","'ACY'"
"MD80","'SBM'"
"737","'TKC'"
"707","'PNQ'"
"CRJ700","'MGQ'"
"A319","'IVL'"
"727","'HRE'"
"190","'POL'"
"CRJ700","'BDD'"
"MD80","'AFT'"
"CRJ700","'BOI'"
"MD80","'ZVA'"
"ERJ145","'DKI'"
"A332","'TJQ'"
"CRJ100","'PNZ'"
"707","'AUY'"
"707","'BDU'"
"CRJ100","'HAU'"
"A320","'DXB'"
"CRJ700","'AVX'"
"A319","'BDN'"
"787","'TOC'"
"ERJ145","'YJP'"
"A332","'DEE'"
"767","'GMP'"
"737","'BOJ'"
"A332","'ZGS'"
"CRJ700","'ANN'"
"757","'SPP'"
"ERJ145","'VNX'"
"727","'SLC'"
"190","'RNZ'"
"777","'ZAZ'"
"A332","'YHN'"
"787","'PZH'"
"757","'OZR'"
"A320","'IPI'"
"CRJ700","'CBD'"
"CRJ440","'TPN'"
"767","'WCH'"
"777","'YQA'"
"A320","'YGR'"
"CRJ100","'TIA'"
"747","'FLF'"
"170","'CUC'"
"767","'PEE'"
"737","'IKT'"
"170","'UST'"
"MD80","'HGH'"
"A321","'SLF'"
"777","'KSJ'"
"747","'ELT'"
"767","'GAY'"
"777","'ABV'"
"A319","'BDH'"
"190","'PKO'"
"190","'YGX'"
"757","'KMQ'"
"787","'ISP'"
"190","'DKS'"
"A321","'AXR'"
"787","'TLA'"
"757","'YBY'"
"757","'LOO'"
"CRJ700","'URJ'"
"787","'DEL'"
"747","'VEE'"
"707","'FNB'"
"190","'PMY'"
"787","'NAW'"
"727","'MKQ'"
"707","'BMK'"
"ERJ145","'GET'"
"CRJ700","'EME'"
"170","'YNC'"
"747","'JOG'"
"A332","'GTE'"
"A320","'CMW'"
"A320","'AXT'"
"707","'BGL'"
"757","'BNJ'"
"190","'WSZ'"
"ERJ145","'TMO'"
"747","'LOH'"
"A332","'HOM'"
"CRJ440","'JUB'"
"707","'YUL'"
"757","'BFE'"
"787","'MGA'"
"A319","'SAF'"
"CRJ440","'JOK'"
"170","'LBU'"
"CRJ100","'RNO'"
"757","'SLC'"
"777","'MFA'"
"MD80","'KJP'"
"CRJ100","'DMM'"
"767","'ORB'"
"747","'NBX'"
"A332","'CGM'"
"A319","'VVC'"
"MD80","'SDG'"
"ERJ145","'MBL'"
"190","'YQN'"
"727","'BSO'"
"757","'CTN'"
"CRJ440","'LTM'"
"190","'KUG'"
"747","'KBS'"
"CRJ440","'BOD'"
"A320","'QRO'"
"747","'BGX'"
"CRJ700","'PIH'"
"737","'IGA'"
"MD80","'XCR'"
"A332","'NON'"
"MD80","'BFS'"
"CRJ100","'HPG'"
"A320","'SIU'"
"CRJ700","'ATG'"
"A332","'ATM'"
"767","'VAS'"
"A319","'PZH'"
"A320","'PUU'"
"A320","'GFR'"
"MD80","'RYK'"
"707","'SQO'"
"707","'RGO'"
"190","'IBB'"
"727","'CAN'"
"CRJ700","'FCO'"
"MD80","'FYT'"
"CRJ440","'YHM'"
"190","'ZGU'"
"787","'YXN'"
"757","'GHC'"
"747","'WEH'"
"A319","'TJS'"
"ERJ145","'TMT'"
"777","'ZIA'"
"707","'RGT'"
"737","'BUL'"
"787","'AYQ'"
"707","'POZ'"
"A332","'JAF'"
"170","'LIQ'"
"MD80","'KRS'"
"A320","'COO'"
"170","'LRM'"
"707","'FLL'"
"CRJ440","'AND'"
"787","'MRY'"
"A319","'OSM'"
"777","'VAF'"
"A319","'ISO'"
"707","'BDE'"
"ERJ145","'PJG'"
"CRJ440","'MAH'"
"CRJ440","'KLC'"
"ERJ145","'BFT'"
"757","'PSJ'"
"787","'LIM'"
"CRJ700","'LFK'"
"A321","'GOQ'"
"ERJ145","'MJZ'"
"777","'IES'"
"A332","'TKU'"
"747","'TIX'"
"757","'FTK'"
"747","'YTM'"
"A320","'ASD'"
"707","'HOF'"
"A320","'GPS'"
"747","'HVB'"
"CRJ440","'BCT'"
"777","'BIB'"
"777","'PAB'"
"777","'VDB'"
"A332","'KNO'"
"757","'LBT'"
"ERJ145","'BXG'"
"767","'ALG'"
"A319","'VKO'"
"A319","'RGI'"
"707","'KWJ'"
"747","'ETH'"
"CRJ440","'BWT'"
"A319","'ASP'"
"CRJ700","'EDM'"
"A319","'PZL'"
"MD80","'LRF'"
"777","'WSR'"
"A319","'LPX'"
"767","'SIK'"
"A321","'NMA'"
"727","'RDO'"
"190","'UBT'"
"CRJ440","'HFS'"
"CRJ100","'KDV'"
"737","'CCP'"
"A321","'YUS'"
"767","'PXU'"
"CRJ440","'ICC'"
"MD80","'IXJ'"
"777","'NGI'"
"727","'VLY'"
"787","'FOG'"
"A319","'SXV'"
"190","'TIN'"
"777","'MMI'"
"727","'KDH'"
"787","'RKZ'"
"ERJ145","'AND'"
"MD80","'EGX'"
"A321","'HOB'"
"747","'BPL'"
"A319","'VLU'"
"A321","'LYX'"
"A332","'ZIN'"
"190","'AUF'"
"190","'YZW'"
"CRJ100","'WBM'"
"737","'URJ'"
"170","'DIN'"
"A332","'CZU'"
"MD80","'PAX'"
"777","'YQN'"
"737","'DRA'"
"707","'PNA'"
"CRJ700","'WMN'"
"A332","'SRN'"
"757","'ESU'"
"A332","'ISB'"
"787","'RHV'"
"A320","'MRD'"
"707","'PNE'"
"767","'HER'"
"CRJ440","'KTS'"
"757","'GKN'"
"190","'TLK'"
"727","'YUD'"
"A332","'DQA'"
"A320","'TTR'"
"MD80","'YGM'"
"787","'JKH'"
"CRJ440","'MEH'"
"A332","'CRP'"
"747","'PNL'"
"777","'GHB'"
"CRJ700","'AAL'"
"A332","'CUA'"
"777","'GJM'"
"MD80","'PEI'"
"727","'JYR'"
"MD80","'PCL'"
"ERJ145","'KWI'"
"787","'SSG'"
"ERJ145","'SGZ'"
"747","'KBR'"
"CRJ440","'NUE'"
"767","'PHX'"
"CRJ440","'GFO'"
"170","'YUS'"
"A320","'KGO'"
"MD80","'OWD'"
"787","'VMU'"
"737","'OZP'"
"170","'NOB'"
"777","'CCY'"
"170","'CKV'"
"MD80","'DEA'"
"787","'MWL'"
"787","'YOP'"
"CRJ440","'ZMH'"
"747","'YKJ'"
"CRJ440","'GOA'"
"A332","'NAC'"
"707","'PTP'"
"747","'JSM'"
"747","'SFD'"
"727","'PSZ'"
"A332","'TND'"
"170","'RGK'"
"787","'QNV'"
"727","'LUZ'"
"A332","'OTM'"
"767","'NAU'"
"A320","'LEK'"
"787","'WIR'"
"170","'YBL'"
"727","'MOB'"
"ERJ145","'TLK'"
"707","'AXA'"
"A319","'OKM'"
"757","'ZBY'"
"CRJ440","'PIZ'"
"727","'MDW'"
"CRJ440","'MLZ'"
"707","'ERZ'"
"767","'GYY'"
"747","'SKB'"
"757","'KVA'"
"A319","'HGA'"
"190","'OKF'"
"787","'UKG'"
"737","'AMZ'"
"737","'DEE'"
"CRJ100","'YMJ'"
"CRJ700","'HOI'"
"190","'GEX'"
"A321","'PAN'"
"CRJ700","'GOV'"
"CRJ700","'ACE'"
"CRJ700","'UNN'"
"747","'GNT'"
"A321","'ALB'"
"CRJ700","'VAD'"
"ERJ145","'KGF'"
"A319","'ZIC'"
"CRJ100","'ICK'"
"MD80","'AXA'"
"170","'DOD'"
"CRJ700","'FLO'"
"A320","'JNI'"
"A319","'BGY'"
"ERJ145","'MBI'"
"A332","'KIK'"
"767","'BJI'"
"A320","'WAR'"
"170","'CPH'"
"747","'BDN'"
"CRJ440","'TFS'"
"A320","'OSN'"
"ERJ145","'BHI'"
"747","'PTZ'"
"747","'CJF'"
"707","'CFU'"
"737","'LHK'"
"767","'LFK'"
"170","'INW'"
"737","'BJR'"
"170","'COS'"
"A319","'INO'"
"737","'TIU'"
"190","'BYH'"
"757","'LCA'"
"727","'IIL'"
"757","'MBT'"
"170","'PRB'"
"737","'RBR'"
"CRJ440","'WAA'"
"MD80","'PIT'"
"A332","'TAM'"
"170","'PBH'"
"CRJ700","'WRE'"
"CRJ440","'CYG'"
"A320","'MOF'"
"CRJ440","'GRQ'"
"727","'BBN'"
"MD80","'HCJ'"
"777","'PXU'"
"737","'TUK'"
"A319","'AUO'"
"190","'MUB'"
"170","'BLF'"
"A332","'UEO'"
"CRJ100","'CSZ'"
"MD80","'EVV'"
"ERJ145","'DIY'"
"A332","'AJU'"
"757","'AGS'"
"777","'WAT'"
"190","'OBO'"
"190","'NVT'"
"727","'ESB'"
"170","'CUM'"
"MD80","'NTI'"
"170","'SNY'"
"CRJ700","'YCR'"
"MD80","'FSI'"
"A332","'DCY'"
"170","'LXA'"
"CRJ700","'VGZ'"
"737","'GIG'"
"747","'FKQ'"
"A319","'JRB'"
"757","'XOG'"
"CRJ100","'SCN'"
"747","'JMS'"
"787","'KHN'"
"ERJ145","'SWX'"
"737","'YHO'"
"170","'GCK'"
"190","'YGL'"
"CRJ100","'PAL'"
"ERJ145","'PIZ'"
"CRJ700","'YTS'"
"727","'TTD'"
"CRJ700","'LST'"
"747","'TKH'"
"A321","'HQM'"
"CRJ440","'MCV'"
"170","'HLD'"
"707","'OSF'"
"767","'SPW'"
"707","'WKR'"
"777","'OBF'"
"767","'NAY'"
"CRJ100","'HTR'"
"707","'SOC'"
"A319","'SFA'"
"707","'RMG'"
"MD80","'RZR'"
"737","'MFM'"
"MD80","'UCB'"
"170","'SRQ'"
"A332","'YCG'"
"767","'MNJ'"
"170","'UDD'"
"170","'JBQ'"
"CRJ440","'MPO'"
"CRJ700","'PWT'"
"MD80","'XIC'"
"747","'FFD'"
"MD80","'CEF'"
"747","'YBB'"
"MD80","'MDC'"
"A319","'JST'"
"170","'HAM'"
"727","'LDU'"
"737","'SXK'"
"A320","'PUC'"
"CRJ700","'PYE'"
"A320","'KKN'"
"A332","'VKO'"
"777","'UOS'"
"CRJ440","'EWK'"
"727","'BDS'"
"CRJ440","'TRI'"
"A320","'IFJ'"
"CRJ100","'WSP'"
"190","'SLM'"
"787","'LMT'"
"A321","'DTE'"
"A319","'YNO'"
"CRJ440","'SUV'"
"A332","'LYN'"
"767","'PZA'"
"767","'DLZ'"
"CRJ100","'LIN'"
"767","'UBT'"
"170","'VUP'"
"767","'UPG'"
"170","'JOI'"
"757","'JUA'"
"A320","'KGA'"
"777","'IAD'"
"707","'QGU'"
"787","'NZL'"
"170","'KHC'"
"737","'CMB'"
"A320","'BGE'"
"190","'RAT'"
"CRJ700","'ASE'"
"CRJ100","'LYA'"
"ERJ145","'BBS'"
"CRJ700","'AKB'"
"777","'MZP'"
"MD80","'BKY'"
"170","'UMR'"
"ERJ145","'MCT'"
"767","'HXX'"
"170","'VPE'"
"757","'NOU'"
"727","'FOM'"
"A321","'RDB'"
"CRJ100","'FDH'"
"A321","'MYJ'"
"ERJ145","'DHN'"
"CRJ700","'TEZ'"
"ERJ145","'VYS'"
"CRJ700","'KTR'"
"A320","'PKO'"
"727","'CAL'"
"CRJ100","'MJD'"
"MD80","'MAF'"
"A321","'SYS'"
"CRJ440","'ALN'"
"CRJ440","'MDT'"
"190","'AMM'"
"A332","'RHI'"
"A321","'ATR'"
"747","'SGE'"
"737","'STP'"
"737","'ZJI'"
"A332","'SOY'"
"A321","'CTD'"
"727","'ILA'"
"757","'VRN'"
"747","'PRU'"
"170","'CTC'"
"190","'WUN'"
"707","'SQQ'"
"747","'AJU'"
"707","'OZA'"
"ERJ145","'GWO'"
"A319","'HNL'"
"170","'YET'"
"707","'TPL'"
"747","'NAV'"
"787","'SHP'"
"747","'PSG'"
"ERJ145","'CRD'"
"CRJ700","'LFQ'"
"A321","'ENH'"
"ERJ145","'RAT'"
"737","'MEO'"
"CRJ700","'GRM'"
"787","'QGU'"
"A320","'DEX'"
"190","'NTN'"
"MD80","'JAC'"
"A320","'AQA'"
"MD80","'OVS'"
"190","'MMJ'"
"CRJ440","'YXS'"
"CRJ440","'WNA'"
"CRJ700","'PLH'"
"CRJ440","'OAR'"
"A321","'RTS'"
"727","'MJT'"
"767","'SRQ'"
"ERJ145","'ZST'"
"A321","'LDK'"
"A319","'CJA'"
"787","'SYU'"
"727","'GLZ'"
"190","'RPM'"
"CRJ100","'VEL'"
"A319","'MYD'"
"CRJ700","'YUD'"
"CRJ440","'ZKG'"
"777","'WKR'"
"747","'SVJ'"
"ERJ145","'ARW'"
"CRJ440","'KVD'"
"CRJ700","'OLZ'"
"737","'SUR'"
"190","'TUP'"
"787","'INN'"
"A320","'NCJ'"
"170","'SLF'"
"767","'GMZ'"
"CRJ100","'LUO'"
"CRJ100","'HAD'"
"777","'JOH'"
"MD80","'SCZ'"
"757","'OUZ'"
"CRJ700","'EDO'"
"747","'UAR'"
"737","'MFQ'"
"MD80","'YWL'"
"MD80","'DUB'"
"A319","'CSG'"
"767","'YZE'"
"CRJ100","'LPM'"
"707","'JAG'"
"A320","'PUG'"
"737","'YRS'"
"A320","'MLN'"
"707","'MME'"
"747","'YEV'"
"ERJ145","'YGT'"
"747","'DMK'"
"747","'DJG'"
"A320","'KNG'"
"A320","'BPX'"
"CRJ440","'CPH'"
"CRJ700","'MZV'"
"190","'LBL'"
"707","'ARV'"
"727","'BYS'"
"CRJ440","'OVG'"
"CRJ700","'SEE'"
"170","'XGR'"
"CRJ100","'CXP'"
"727","'NTU'"
"CRJ100","'IAN'"
"CRJ100","'GDL'"
"727","'FCO'"
"A321","'YQV'"
"A332","'YDQ'"
"ERJ145","'TCP'"
"767","'NTE'"
"A320","'KDO'"
"787","'ESF'"
"757","'QPW'"
"CRJ100","'QSC'"
"727","'VVZ'"
"777","'HEI'"
"747","'HID'"
"170","'NSO'"
"787","'PZO'"
"707","'MAM'"
"CRJ100","'AGP'"
"A332","'LAN'"
"747","'YWM'"
"747","'CJB'"
"CRJ700","'POG'"
"MD80","'YYT'"
"CRJ700","'GCM'"
"ERJ145","'PLS'"
"707","'RRS'"
"767","'GDZ'"
"747","'ZAM'"
"A332","'NFG'"
"ERJ145","'RCM'"
"MD80","'YGO'"
"777","'UNK'"
"767","'TNX'"
"707","'EML'"
"CRJ700","'TBR'"
"737","'KDV'"
"MD80","'BZV'"
"A321","'VAR'"
"787","'WMH'"
"A320","'OZP'"
"777","'IRD'"
"747","'KHI'"
"A332","'DLD'"
"787","'HZK'"
"170","'YQN'"
"ERJ145","'MXB'"
"A320","'MYV'"
"CRJ440","'LDE'"
"727","'GMA'"
"190","'JAD'"
"767","'OOM'"
"170","'RUK'"
"737","'CRV'"
"ERJ145","'MAZ'"
"A320","'TAZ'"
"CRJ440","'WBU'"
"777","'BHI'"
"727","'HGA'"
"767","'BEJ'"
"A320","'TIR'"
"757","'TSA'"
"190","'DUC'"
"A320","'APK'"
"747","'GRB'"
"190","'NOV'"
"CRJ700","'KNU'"
"A321","'ENK'"
"757","'CLE'"
"777","'OYK'"
"767","'SCI'"
"777","'BDQ'"
"ERJ145","'WHP'"
"757","'CFK'"
"727","'TOG'"
"A320","'HSV'"
"727","'WBW'"
"MD80","'VDM'"
"A320","'PVO'"
"747","'AGB'"
"170","'SLP'"
"707","'WAA'"
"ERJ145","'ROI'"
"747","'NVT'"
"747","'AOG'"
"A332","'SHI'"
"707","'GYG'"
"MD80","'YWS'"
"CRJ700","'SUB'"
"737","'AQG'"
"A332","'EGI'"
"737","'CFG'"
"727","'JST'"
"CRJ100","'FTY'"
"707","'BFO'"
"ERJ145","'YXU'"
"190","'MPM'"
"707","'PLU'"
"170","'LII'"
"CRJ700","'COZ'"
"A321","'KAC'"
"ERJ145","'BQB'"
"170","'OTR'"
"CRJ440","'FSD'"
"747","'KKA'"
"CRJ700","'VPZ'"
"707","'QRA'"
"170","'AEH'"
"A319","'FEG'"
"A321","'NEC'"
"A320","'GAI'"
"CRJ440","'SVB'"
"190","'TNN'"
"757","'JZH'"
"CRJ440","'LRV'"
"747","'KOT'"
"CRJ100","'DOD'"
"727","'RTS'"
"A320","'CHF'"
"727","'SFH'"
"767","'TMO'"
"A320","'ASV'"
"A332","'LSE'"
"767","'MYE'"
"727","'HZG'"
"CRJ700","'PRU'"
"757","'CED'"
"707","'DRE'"
"MD80","'DPS'"
"CRJ440","'RDP'"
"767","'UTK'"
"757","'BSU'"
"ERJ145","'BUW'"
"190","'BAR'"
"757","'PZA'"
"787","'DND'"
"757","'YAO'"
"MD80","'KRO'"
"MD80","'MQQ'"
"777","'LCA'"
"ERJ145","'NTI'"
"787","'PEI'"
"747","'PWM'"
"A320","'PCR'"
"A319","'SHG'"
"ERJ145","'OAM'"
"737","'MJK'"
"777","'WRL'"
"190","'YFJ'"
"A319","'ION'"
"A319","'BHX'"
"MD80","'LGI'"
"A320","'BDI'"
"170","'PAZ'"
"CRJ700","'BPX'"
"737","'CHU'"
"CRJ100","'TTE'"
"ERJ145","'ODE'"
"CRJ440","'VVC'"
"MD80","'GON'"
"ERJ145","'DHI'"
"CRJ700","'HAA'"
"MD80","'KMI'"
"MD80","'LYE'"
"727","'PDL'"
"ERJ145","'NGK'"
"727","'KHS'"
"190","'ING'"
"170","'AGQ'"
"A332","'CWW'"
"190","'SQR'"
"170","'OLZ'"
"A319","'ALJ'"
"MD80","'GSI'"
"A332","'SPA'"
"737","'DET'"
"CRJ700","'MWX'"
"A321","'JUM'"
"190","'LMR'"
"727","'LTQ'"
"CRJ440","'HTG'"
"747","'LEE'"
"CRJ440","'PNV'"
"A332","'YQK'"
"ERJ145","'FMN'"
"A319","'ELV'"
"MD80","'HMN'"
"CRJ700","'CPV'"
"737","'LNS'"
"787","'CYI'"
"737","'EPA'"
"777","'HLZ'"
"777","'CDU'"
"ERJ145","'OTJ'"
"A332","'KBS'"
"CRJ100","'TWB'"
"ERJ145","'VAM'"
"747","'BIG'"
"737","'WAE'"
"727","'MCS'"
"CRJ700","'BEU'"
"757","'HON'"
"190","'GTR'"
"737","'ZQW'"
"170","'GHT'"
"ERJ145","'AER'"
"170","'UKX'"
"757","'JSM'"
"CRJ440","'XUZ'"
"170","'MVF'"
"170","'HOI'"
"CRJ700","'CUM'"
"170","'MTH'"
"CRJ100","'DHA'"
"190","'LBZ'"
"A321","'TTA'"
"MD80","'SHD'"
"ERJ145","'MTT'"
"747","'QCY'"
"ERJ145","'PKX'"
"777","'PZS'"
"MD80","'SVL'"
"CRJ440","'SBB'"
"707","'MOT'"
"CRJ440","'AAE'"
"767","'PUK'"
"777","'HUS'"
"737","'DEF'"
"707","'GAS'"
"767","'PAS'"
"CRJ440","'RIW'"
"CRJ100","'DAN'"
"737","'GUR'"
"ERJ145","'ZBF'"
"A321","'YVA'"
"A332","'AOR'"
"707","'QCY'"
"CRJ100","'BLJ'"
"170","'ELQ'"
"737","'GWD'"
"A320","'YNM'"
"CRJ100","'RAO'"
"A321","'YQF'"
"MD80","'BUW'"
"ERJ145","'PIW'"
"727","'ILY'"
"747","'JNI'"
"787","'ZIH'"
"707","'ZAO'"
"737","'ATO'"
"707","'YQB'"
"190","'ANP'"
"CRJ700","'JUH'"
"767","'SNV'"
"ERJ145","'PEW'"
"170","'FRO'"
"CRJ440","'ATC'"
"767","'PAL'"
"A332","'PCP'"
"A319","'SYH'"
"727","'OIM'"
"190","'IVR'"
"A320","'KHG'"
"757","'YSL'"
"737","'SEU'"
"737","'VEL'"
"CRJ700","'BHI'"
"707","'OTZ'"
"CRJ440","'YHB'"
"737","'UNN'"
"777","'BAV'"
"737","'BHK'"
"757","'IHC'"
"MD80","'ULZ'"
"767","'GDV'"
"CRJ440","'CMK'"
"747","'PWT'"
"777","'FAH'"
"A319","'BJP'"
"777","'WUA'"
"A332","'BUL'"
"767","'SVB'"
"A332","'TBB'"
"757","'FRW'"
"A320","'KRK'"
"757","'DEN'"
"787","'NKM'"
"170","'GAM'"
"747","'YQZ'"
"CRJ440","'NAP'"
"A319","'YXL'"
"MD80","'LKN'"
"ERJ145","'BEI'"
"787","'TBU'"
"767","'PFB'"
"777","'WGT'"
"707","'LAM'"
"767","'EDL'"
"A320","'QSF'"
"707","'ONS'"
"A332","'BAS'"
"737","'FLD'"
"747","'LNY'"
"A332","'GON'"
"767","'MJI'"
"CRJ100","'IGA'"
"CRJ440","'LWS'"
"727","'ERI'"
"757","'VLS'"
"757","'JDH'"
"CRJ100","'ACZ'"
"757","'KMW'"
"707","'JUB'"
"727","'HYS'"
"190","'OAS'"
"CRJ700","'IFO'"
"170","'CSX'"
"170","'YBW'"
"MD80","'HGO'"
"707","'BAH'"
"787","'SFS'"
"CRJ440","'MMH'"
"CRJ100","'SIT'"
"757","'UPL'"
"787","'DTE'"
"MD80","'TIA'"
"A332","'LCL'"
"727","'VTE'"
"747","'GWD'"
"747","'LAA'"
"A332","'IOR'"
"757","'ZSJ'"
"787","'HDF'"
"MD80","'MHE'"
"737","'NUK'"
"MD80","'SXO'"
"767","'HPA'"
"CRJ700","'KIH'"
"777","'SGE'"
"757","'SHO'"
"727","'YOP'"
"CRJ100","'MQC'"
"CRJ700","'SPC'"
"A319","'LEB'"
"ERJ145","'STX'"
"MD80","'MYV'"
"170","'NLK'"
"CRJ440","'ROP'"
"A319","'IWO'"
"MD80","'KIN'"
"A321","'AID'"
"A319","'MDS'"
"757","'BQH'"
"A321","'MLL'"
"A321","'MZW'"
"CRJ100","'YNZ'"
"CRJ700","'TII'"
"CRJ700","'YRO'"
"727","'JIW'"
"A332","'DAC'"
"747","'NSY'"
"737","'SGY'"
"A320","'WIR'"
"727","'DSK'"
"A321","'CWI'"
"777","'ALC'"
"A320","'SCH'"
"190","'JWN'"
"CRJ100","'SYZ'"
"170","'CPD'"
"707","'GSB'"
"707","'DOL'"
"757","'HIB'"
"MD80","'EOH'"
"CRJ440","'SLL'"
"A319","'ATD'"
"777","'PPF'"
"A319","'KMO'"
"A332","'YFH'"
"777","'GYU'"
"A320","'KED'"
"A319","'STL'"
"757","'NIP'"
"727","'BDO'"
"170","'BIY'"
"CRJ100","'URY'"
"CRJ440","'CNW'"
"A321","'NYW'"
"CRJ440","'NQA'"
"777","'NOP'"
"A321","'KNP'"
"707","'ABZ'"
"MD80","'SFE'"
"757","'MRF'"
"787","'SLV'"
"727","'LNO'"
"737","'AIN'"
"727","'MCV'"
"767","'LWS'"
"747","'NKG'"
"A332","'ANU'"
"A332","'BVC'"
"757","'MDH'"
"727","'EPL'"
"A319","'VQQ'"
"747","'FTY'"
"190","'CPA'"
"CRJ700","'GZI'"
"A319","'QSZ'"
"ERJ145","'DXB'"
"190","'BOO'"
"777","'MRU'"
"A319","'KPC'"
"A320","'CLN'"
"757","'GZT'"
"MD80","'GNZ'"
"757","'YDG'"
"737","'WMA'"
"170","'CSZ'"
"A332","'YEO'"
"767","'RUG'"
"707","'KLN'"
"CRJ700","'KNR'"
"707","'FYV'"
"A332","'ADA'"
"170","'GUL'"
"CRJ100","'LCQ'"
"CRJ440","'YLW'"
"747","'BFL'"
"777","'APZ'"
"CRJ440","'YMA'"
