"tratta","data_istanza","aeroplano","numero_posti_rimanenti"
"T11","2017-11-22","AP161",45
"T47","1990-11-15","AP987",17
"T22","1997-02-15","AP295",33
"T30","2008-08-15","AP409",85
"T1","2001-05-31","AP992",82
"T37","1993-06-10","AP997",19
"T46","1998-04-05","AP731",70
"T42","2005-06-12","AP702",31
"T35","2020-03-06","AP473",4
"T30","2001-07-02","AP77",19
"T18","1995-09-02","AP614",35
"T40","2002-02-28","AP65",29
"T41","2005-11-23","AP576",16
"T14","2004-01-08","AP255",31
"T16","2007-10-17","AP778",19
"T7","1991-11-16","AP902",82
"T21","1990-06-15","AP220",26
"T28","2020-04-22","AP480",97
"T23","2019-11-30","AP796",21
"T21","2009-03-17","AP570",2
"T29","2007-08-15","AP930",79
"T32","1999-03-05","AP747",47
"T12","2002-10-28","AP649",53
"T47","1993-02-13","AP378",2
"T25","2000-10-13","AP99",114
"T27","1995-07-10","AP472",36
"T38","2011-11-07","AP606",37
"T21","2005-08-13","AP743",8
"T49","2018-12-04","AP20",17
"T34","2014-05-12","AP335",91
"T35","2009-03-15","AP329",1
"T48","2016-02-29","AP282",30
"T11","2013-02-05","AP570",16
"T43","1992-12-04","AP942",23
"T49","2016-01-28","AP898",16
"T27","1990-07-07","AP724",34
"T20","2011-05-26","AP154",46
"T47","1993-02-02","AP875",54
"T42","2020-04-20","AP968",156
"T11","1990-05-30","AP746",100
"T39","2003-01-25","AP990",19
"T41","2019-09-12","AP416",25
"T1","2019-08-16","AP148",44
"T9","1994-12-13","AP244",11
"T39","2008-09-16","AP322",34
"T17","1997-02-19","AP424",45
"T6","2010-01-02","AP410",19
"T48","2005-12-24","AP563",63
"T18","2019-05-20","AP27",46
"T44","2008-08-22","AP238",11
"T42","2003-05-30","AP641",2
"T1","1992-01-12","AP568",45
"T16","2007-04-10","AP39",2
"T12","1999-09-16","AP142",112
"T37","1995-06-24","AP806",54
"T1","2009-11-15","AP185",33
"T42","2004-01-07","AP720",12
"T45","2015-02-19","AP33",51
"T47","1991-05-25","AP726",46
"T9","1991-06-23","AP801",15
"T16","2003-03-21","AP561",18
"T24","2015-02-09","AP812",148
"T19","2016-01-22","AP362",42
"T43","1995-10-08","AP248",10
"T30","2007-09-15","AP214",29
"T3","2013-01-20","AP987",9
"T13","1997-09-18","AP705",6
"T37","2018-07-19","AP664",12
"T45","2011-01-10","AP898",4
"T2","2009-07-09","AP372",229
"T27","1997-10-26","AP423",41
"T46","2000-11-06","AP36",33
"T48","2016-10-17","AP603",19
"T3","2012-11-27","AP279",22
"T2","2014-08-19","AP128",25
"T44","2009-04-27","AP528",5
"T41","1997-12-05","AP194",33
"T24","2018-08-16","AP591",34
"T35","2016-11-02","AP856",122
"T10","2000-10-03","AP729",221
"T18","2018-08-25","AP668",22
"T6","2016-07-13","AP853",47
"T21","2009-07-01","AP547",16
"T13","1992-11-12","AP20",3
"T29","2011-11-20","AP934",45
"T44","2009-05-24","AP18",32
"T14","1995-11-29","AP15",28
"T34","1995-09-19","AP412",8
"T21","1994-03-15","AP309",32
"T2","1992-06-06","AP476",21
"T28","1999-07-28","AP977",19
"T48","2009-05-05","AP572",134
"T43","2003-08-16","AP589",18
"T2","2020-10-07","AP777",143
"T25","2005-04-27","AP444",72
"T44","1990-09-18","AP21",20
"T10","2014-03-30","AP298",78
"T22","1998-06-02","AP467",65
"T50","2010-05-13","AP496",39
"T24","2013-06-01","AP971",23
"T39","1999-04-18","AP191",15
"T36","2006-03-13","AP83",28
"T4","2019-07-26","AP203",7
"T31","2018-04-04","AP659",42
"T1","2015-11-16","AP900",43
"T9","1993-08-20","AP173",9
"T38","1993-06-14","AP309",34
"T22","2015-01-01","AP936",248
"T27","2000-12-26","AP646",8
"T25","1997-06-28","AP80",34
"T31","2019-06-23","AP612",23
"T45","2017-11-08","AP202",72
"T16","1993-09-26","AP265",40
"T3","2014-06-18","AP944",278
"T46","2007-03-29","AP76",30
"T23","1999-03-11","AP929",121
"T38","2012-01-11","AP109",9
"T25","2007-05-01","AP766",35
"T24","2009-03-22","AP54",101
"T45","1993-02-03","AP349",13
"T5","2017-04-07","AP316",84
"T34","2014-03-05","AP448",103
"T41","2016-11-20","AP489",19
"T49","2011-05-30","AP903",41
"T3","2008-12-02","AP989",14
"T9","1995-08-22","AP154",48
"T24","1998-03-25","AP703",12
"T18","2001-12-10","AP451",49
"T36","2010-09-04","AP912",3
"T45","2004-04-21","AP156",26
"T6","2004-12-07","AP220",72
"T40","1995-09-25","AP46",129
"T3","2019-08-05","AP26",38
"T16","1999-12-16","AP560",6
"T3","1997-08-30","AP552",103
"T16","2019-12-11","AP195",9
"T26","2013-08-14","AP412",29
"T26","2015-08-15","AP179",56
"T34","2016-06-27","AP894",79
"T7","1999-07-09","AP306",13
"T16","2001-09-11","AP561",59
"T13","2004-03-12","AP617",19
"T37","1998-10-02","AP702",7
"T4","1991-08-25","AP532",17
"T19","2004-11-20","AP367",11
"T41","2012-02-19","AP235",37
"T23","2002-03-26","AP256",18
"T47","2008-07-22","AP621",22
"T25","2004-05-21","AP696",1
"T49","2007-01-01","AP959",93
"T43","2017-10-06","AP248",5
"T18","2010-06-03","AP668",12
"T26","2009-04-26","AP910",17
"T28","2005-02-28","AP519",45
"T28","1998-12-15","AP338",12
"T42","2007-01-24","AP823",15
"T32","2017-05-26","AP93",73
"T11","2000-11-27","AP256",1
"T22","2016-10-28","AP161",40
"T46","2006-03-22","AP378",16
"T40","2017-09-09","AP328",8
"T37","1994-07-31","AP175",37
"T30","2005-02-26","AP128",15
"T47","2018-02-01","AP728",75
"T38","2004-06-30","AP228",7
"T2","1993-10-18","AP212",6
"T16","2014-08-23","AP363",4
"T16","2005-01-30","AP558",22
"T26","1998-04-12","AP863",76
"T23","2007-11-08","AP297",23
"T11","2012-07-05","AP596",60
"T10","2011-08-04","AP273",28
"T12","2004-01-31","AP458",156
"T37","2014-10-19","AP399",38
"T44","2019-03-15","AP350",5
"T23","1991-05-21","AP449",63
"T10","2009-11-25","AP986",36
"T45","2010-01-10","AP937",34
"T36","2016-10-24","AP494",171
"T28","1997-04-27","AP526",30
"T44","2000-07-23","AP339",24
"T5","2020-05-08","AP937",7
"T1","1992-02-18","AP373",104
"T9","2020-02-10","AP210",4
"T39","2015-03-27","AP245",19
"T34","2013-03-24","AP28",23
"T23","2012-07-23","AP186",161
"T19","2009-05-15","AP933",3
"T35","2007-09-04","AP82",17
"T11","2010-05-30","AP432",42
"T18","1995-11-21","AP857",67
"T19","2019-04-19","AP737",12
"T40","2012-01-17","AP575",28
"T25","2015-01-31","AP94",48
"T33","2014-09-24","AP194",24
"T27","2007-04-17","AP640",62
"T41","1993-02-16","AP313",26
"T19","2018-08-07","AP111",62
"T4","1997-05-08","AP118",93
"T11","1995-09-17","AP562",66
"T27","2006-01-31","AP440",9
"T48","2006-09-26","AP730",29
"T2","2005-08-28","AP522",24
"T7","2000-03-20","AP387",89
"T42","2020-03-06","AP998",26
"T5","1998-03-15","AP497",44
"T30","1997-08-06","AP39",15
"T1","2018-09-27","AP689",68
"T13","2009-06-20","AP552",87
"T33","2006-01-13","AP784",33
"T7","1997-02-01","AP951",5
"T8","2014-08-02","AP659",16
"T48","1998-10-01","AP121",33
"T23","1999-12-17","AP154",12
"T5","1999-09-20","AP714",90
"T27","2012-01-23","AP6",15
"T1","1998-01-06","AP10",32
"T50","2015-11-24","AP507",5
"T39","1997-12-01","AP761",5
"T4","1996-05-10","AP738",40
"T48","1991-04-12","AP354",120
"T14","2014-08-12","AP331",94
"T45","2004-05-18","AP812",100
"T29","1999-08-26","AP561",62
"T42","1990-10-06","AP705",38
"T41","1990-05-25","AP510",68
"T7","1997-09-17","AP36",13
"T22","2001-02-25","AP764",21
"T19","2018-06-20","AP933",22
"T29","1996-04-30","AP291",104
"T3","2009-11-19","AP639",124
"T19","1995-02-14","AP892",4
"T2","2006-08-20","AP594",10
"T1","2004-06-19","AP630",41
"T17","2015-05-14","AP491",80
"T12","2019-04-07","AP238",21
"T7","1998-09-15","AP793",468
"T5","2004-09-27","AP470",39
"T44","2017-05-30","AP456",17
"T18","1994-12-17","AP31",64
"T20","1994-03-17","AP925",62
"T30","2016-03-31","AP517",45
"T21","2000-08-31","AP671",22
"T44","2012-08-26","AP225",2
"T38","1990-05-17","AP745",160
"T31","2003-01-15","AP772",7
"T36","1996-10-01","AP608",24
"T47","2000-07-15","AP258",92
"T33","2004-01-09","AP832",91
"T29","2019-03-12","AP5",193
"T48","2014-02-06","AP306",71
"T43","2007-01-07","AP133",180
"T20","1993-09-27","AP742",74
"T21","2015-05-19","AP213",4
"T6","1992-04-05","AP822",23
"T50","1991-09-10","AP361",52
"T1","1997-07-20","AP870",65
"T31","2018-12-10","AP20",6
"T28","2000-02-11","AP353",31
"T36","2019-08-29","AP348",68
"T28","1996-07-10","AP461",13
"T23","2001-06-10","AP65",26
"T44","2013-04-25","AP243",29
"T17","2004-10-02","AP40",152
"T5","2019-12-21","AP560",7
"T36","2016-08-08","AP459",87
"T12","2018-06-11","AP416",36
"T3","2004-12-31","AP714",62
"T39","2000-11-29","AP447",26
"T5","1996-06-25","AP399",38
"T9","2006-11-18","AP685",37
"T30","1997-03-18","AP465",96
"T23","1992-02-06","AP3",53
"T7","1991-09-23","AP46",61
"T50","2014-04-13","AP201",7
"T40","1997-09-29","AP403",83
"T39","1992-01-27","AP720",29
"T47","2010-07-30","AP363",53
"T46","2001-05-21","AP575",77
"T20","1998-05-21","AP667",19
"T35","1992-09-13","AP599",158
"T32","1990-08-12","AP324",47
"T50","2004-12-12","AP986",44
"T11","2003-11-01","AP263",26
"T41","2020-07-03","AP146",89
"T41","2014-01-02","AP477",7
"T17","2000-05-20","AP934",34
"T36","2020-07-21","AP673",81
"T1","1997-05-23","AP821",106
"T35","1996-11-10","AP766",6
"T15","2000-07-13","AP854",59
"T38","2017-07-21","AP209",339
"T47","2007-01-19","AP959",145
"T39","2013-07-13","AP268",49
"T50","1997-09-07","AP159",86
"T24","2011-08-17","AP718",76
"T5","2000-03-06","AP820",54
"T35","2011-10-03","AP845",3
"T11","2013-11-16","AP672",3
"T10","2000-02-24","AP280",143
"T11","2009-04-12","AP603",18
"T49","2011-04-12","AP364",21
"T45","2013-10-08","AP264",18
"T49","2000-07-09","AP668",6
"T37","2012-05-29","AP666",27
"T29","2020-07-24","AP511",10
"T8","2003-07-30","AP255",26
"T18","1994-03-21","AP329",39
"T44","2000-05-14","AP637",276
"T8","2013-03-17","AP606",31
"T38","1998-09-21","AP436",9
"T42","2016-11-23","AP34",20
"T7","1994-11-08","AP479",15
"T32","1994-12-25","AP963",189
"T10","2010-08-15","AP910",28
"T13","2011-02-15","AP974",54
"T41","2010-07-22","AP581",17
"T19","2011-07-21","AP321",63
"T27","2003-11-12","AP943",221
"T12","2011-01-21","AP67",73
"T40","2020-07-24","AP729",63
"T39","1995-10-11","AP556",43
"T37","2004-12-03","AP681",53
"T22","2006-04-19","AP65",29
"T2","2002-08-30","AP738",8
"T10","2016-02-01","AP692",28
"T9","1993-10-27","AP453",26
"T25","2011-08-15","AP426",132
"T46","2002-03-18","AP411",128
"T39","2007-01-29","AP886",74
"T24","2005-05-30","AP611",18
"T39","2009-06-15","AP98",40
"T16","2006-12-08","AP943",2
"T27","1994-08-30","AP646",211
"T2","2011-04-28","AP38",15
"T17","2005-10-05","AP300",26
"T9","2008-04-18","AP882",134
"T3","1998-02-10","AP534",97
"T34","1999-10-14","AP64",112
"T4","1998-01-27","AP181",49
"T26","2007-08-20","AP799",32
"T16","1997-02-25","AP795",129
"T7","1992-07-04","AP503",21
"T21","2005-06-15","AP723",86
"T21","2001-11-07","AP433",3
"T21","1996-11-19","AP264",94
"T38","2020-05-12","AP388",100
"T4","2007-02-11","AP530",93
"T50","2012-05-20","AP774",126
"T23","2003-05-19","AP615",28
"T21","1994-07-19","AP821",79
"T44","2020-10-21","AP33",132
"T3","2001-07-11","AP714",89
"T46","2017-04-07","AP78",8
"T46","2002-04-16","AP863",93
"T30","1996-01-20","AP407",38
"T29","2009-11-25","AP669",16
"T3","2020-10-13","AP935",30
"T28","2008-01-16","AP163",8
"T36","2020-11-13","AP209",181
"T41","2010-03-03","AP51",53
"T26","1997-10-02","AP891",13
"T46","2005-07-05","AP730",21
"T40","2020-06-15","AP163",66
"T10","2005-02-06","AP628",39
"T8","1998-09-29","AP173",93
"T50","1997-07-01","AP442",1
"T44","2020-12-06","AP851",5
"T33","2018-10-07","AP576",19
"T45","1997-05-09","AP277",27
"T22","1993-08-17","AP643",28
"T16","1995-09-10","AP721",37
"T19","1996-03-14","AP631",9
"T38","2012-01-26","AP591",93
"T38","2013-05-17","AP5",43
"T13","2002-10-01","AP733",72
"T1","1997-05-29","AP310",177
"T5","2011-06-05","AP163",35
"T31","2017-06-19","AP622",55
"T33","2001-07-23","AP470",23
"T46","2005-09-02","AP61",5
"T4","2005-11-18","AP21",17
"T4","2005-11-04","AP621",10
"T34","2016-10-09","AP861",1
"T48","2002-05-26","AP983",20
"T14","2015-11-01","AP30",6
"T18","1994-02-16","AP929",143
"T23","2004-02-13","AP889",275
"T26","2011-04-27","AP353",105
"T2","2019-09-01","AP985",178
"T50","2015-09-19","AP681",93
"T43","2010-12-19","AP19",131
"T50","2011-05-25","AP891",10
"T19","2006-12-20","AP948",26
"T42","2014-08-29","AP158",40
"T2","2001-11-27","AP219",62
"T24","2004-04-13","AP192",63
"T44","2010-04-16","AP393",86
"T6","2017-02-16","AP904",215
"T7","1991-06-27","AP398",104
"T8","2011-01-19","AP496",2
"T40","2006-12-19","AP538",98
"T31","1990-11-18","AP719",35
"T50","1997-11-05","AP771",5
"T37","2018-08-12","AP381",80
"T25","2013-06-08","AP138",7
"T10","1997-09-05","AP514",2
"T49","2016-02-05","AP921",21
"T20","1999-01-29","AP671",15
"T28","2011-06-26","AP552",9
"T27","2012-02-12","AP63",35
"T12","1992-11-05","AP71",67
"T39","1997-08-20","AP767",226
"T23","1999-09-26","AP627",2
"T19","1990-02-16","AP679",115
"T45","2009-04-14","AP58",41
"T15","2002-04-26","AP521",18
"T27","2002-04-15","AP790",68
"T48","1991-04-10","AP982",119
"T27","2002-06-06","AP368",78
"T19","1999-06-26","AP883",2
"T48","1990-05-30","AP82",14
"T18","2016-01-09","AP234",58
"T33","2017-05-12","AP197",20
"T36","2007-03-16","AP339",9
"T28","1995-08-26","AP296",134
"T17","2018-07-06","AP609",95
"T34","2000-02-19","AP845",34
"T30","2011-01-11","AP873",16
"T5","1992-12-15","AP516",71
"T33","2003-02-27","AP830",68
"T4","2012-02-23","AP720",33
"T9","2001-02-08","AP812",252
"T27","1992-02-09","AP242",24
"T32","2001-02-01","AP41",5
"T43","2001-04-03","AP481",78
"T18","1998-03-21","AP749",16
"T40","2003-04-28","AP188",67
"T36","2009-12-29","AP191",20
"T16","1991-07-26","AP450",49
"T13","1995-05-14","AP840",283
"T49","1994-01-21","AP329",35
"T21","1999-08-23","AP747",19
"T6","1997-07-20","AP583",141
"T41","1999-06-15","AP551",3
"T10","2016-09-10","AP961",77
"T20","2015-07-20","AP468",32
"T34","2010-10-26","AP750",69
"T32","2010-12-21","AP623",3
"T39","2004-03-04","AP499",33
"T45","2018-01-03","AP597",17
"T21","2019-05-24","AP953",36
"T33","2003-02-01","AP141",13
"T9","2014-01-15","AP633",25
"T43","2000-08-02","AP89",41
"T29","2001-01-16","AP485",44
"T48","2015-02-12","AP402",47
"T37","2013-02-02","AP923",2
"T30","2003-08-06","AP454",19
"T18","2011-11-11","AP394",32
"T9","1995-03-05","AP904",211
"T36","1992-11-12","AP843",142
"T19","2002-08-01","AP893",7
"T31","2019-11-29","AP919",72
"T40","2020-06-28","AP865",49
"T16","2003-11-12","AP351",30
"T24","2013-01-19","AP275",19
"T47","1994-02-16","AP150",20
"T12","1998-03-08","AP59",83
"T33","2019-03-19","AP113",42
"T45","1999-03-27","AP736",27
"T26","1997-01-08","AP509",11
"T25","2004-01-13","AP716",38
"T43","2004-12-08","AP659",7
"T18","2018-04-19","AP791",8
"T18","2020-02-05","AP87",33
"T47","1994-12-17","AP452",5
"T9","2017-10-03","AP467",76
"T45","2016-12-22","AP43",71
"T39","2020-01-06","AP171",26
"T46","2000-12-24","AP985",75
"T11","1996-12-26","AP87",35
"T20","1999-11-12","AP891",12
"T39","2018-09-10","AP278",70
"T35","1995-07-04","AP204",55
"T47","2003-06-09","AP164",16
"T40","1991-09-30","AP657",43
"T50","1990-07-08","AP741",13
"T50","2017-01-06","AP232",34
"T32","1990-05-08","AP527",22
"T43","1998-03-16","AP808",229
"T21","1999-05-20","AP640",20
"T47","2012-04-29","AP285",5
"T38","1995-04-26","AP228",23
"T36","2002-08-03","AP976",56
"T14","1993-02-10","AP304",34
"T38","2013-01-04","AP89",204
"T26","1993-05-03","AP943",47
"T10","1997-02-08","AP956",69
"T39","1997-02-13","AP572",41
"T4","2013-03-18","AP103",40
"T35","2000-11-16","AP849",16
"T46","2012-11-01","AP439",25
"T11","2004-08-04","AP753",9
"T17","2019-08-31","AP876",42
"T47","2015-06-10","AP75",305
"T24","2004-02-01","AP210",21
"T6","1994-05-16","AP437",10
"T37","2013-08-12","AP900",1
"T18","2013-02-14","AP661",249
"T50","2001-03-21","AP957",7
"T35","2012-04-05","AP378",14
"T48","1994-05-09","AP694",44
"T35","1993-08-03","AP780",61
"T31","2007-05-24","AP960",15
"T13","2011-03-20","AP183",19
"T5","2005-07-05","AP348",115
"T32","1996-05-06","AP380",189
"T8","2012-03-16","AP370",118
"T47","2020-12-21","AP339",11
"T49","2013-06-06","AP628",5
"T11","2013-08-05","AP205",101
"T46","2009-02-05","AP442",11
"T34","2014-05-22","AP856",360
"T42","2004-03-15","AP996",5
"T32","2018-08-10","AP567",23
"T8","2004-09-29","AP116",16
"T36","1996-03-01","AP138",18
"T47","2008-11-25","AP607",72
"T42","1997-11-23","AP807",41
"T4","2019-04-09","AP170",79
"T23","1994-03-08","AP570",1
"T49","1998-03-10","AP611",3
"T29","1997-11-10","AP653",25
"T40","1999-04-12","AP93",82
"T17","2009-08-05","AP149",125
"T11","1991-08-11","AP233",120
"T13","2005-10-01","AP778",22
"T31","1991-08-12","AP997",16
"T1","2004-03-28","AP538",146
"T5","2011-11-04","AP457",5
"T16","2012-02-05","AP811",56
"T4","2004-04-12","AP286",5
"T42","2007-11-22","AP872",76
"T36","2016-01-26","AP836",18
"T3","2005-01-05","AP448",179
"T33","2001-04-08","AP790",22
"T25","1993-01-14","AP22",23
"T10","1995-10-08","AP369",68
"T50","2010-12-22","AP335",104
"T27","1992-01-11","AP495",23
"T17","1992-03-22","AP309",10
"T28","1994-12-26","AP612",11
"T11","2000-03-30","AP492",37
"T32","2001-10-05","AP1000",32
"T36","2001-07-08","AP135",21
"T40","2018-05-21","AP413",30
"T33","2015-09-10","AP714",51
"T26","2018-10-10","AP568",10
"T35","1998-11-27","AP825",36
"T38","2010-06-12","AP341",52
"T31","1995-05-18","AP306",87
"T7","2008-12-19","AP742",2
"T12","2014-11-25","AP882",35
"T32","2007-09-04","AP134",9
"T33","2016-11-12","AP250",17
"T48","2019-11-29","AP960",196
"T11","2003-04-01","AP43",114
"T48","2014-04-07","AP211",19
"T3","1990-07-15","AP905",146
"T11","2017-10-29","AP414",111
"T3","1990-03-23","AP276",13
"T46","2008-10-30","AP224",36
"T37","2011-07-15","AP55",29
"T31","2015-10-05","AP817",25
"T31","1997-06-29","AP893",32
"T38","2015-06-27","AP511",30
"T45","2012-10-23","AP105",309
"T22","1999-01-21","AP926",55
"T4","2000-10-28","AP627",119
"T46","2002-01-26","AP495",24
"T14","1997-03-31","AP574",4
"T1","2007-01-26","AP704",10
"T40","2011-08-24","AP753",7
"T49","1996-04-23","AP332",13
"T40","1994-12-10","AP520",70
"T23","1996-08-10","AP817",125
"T43","2008-04-13","AP902",19
"T48","1991-08-11","AP301",55
"T14","1991-02-06","AP297",98
"T1","2013-02-24","AP239",38
"T16","2005-03-01","AP109",6
"T10","2005-08-15","AP111",74
"T2","2007-03-14","AP365",266
"T16","2011-05-25","AP937",2
"T16","2007-05-31","AP32",10
"T35","1991-03-21","AP47",51
"T18","1995-01-29","AP217",2
"T8","2018-12-09","AP764",27
"T5","2015-06-01","AP909",35
"T15","2008-09-02","AP62",97
"T2","2012-07-28","AP972",2
"T16","1991-11-25","AP162",6
"T7","1992-11-14","AP811",92
"T9","2018-07-17","AP199",8
"T44","1994-11-07","AP928",21
"T6","1998-06-24","AP865",166
"T1","1993-11-29","AP658",109
"T15","1999-12-07","AP392",14
"T27","2004-03-06","AP773",2
"T46","2020-11-04","AP837",7
"T5","2019-05-15","AP76",22
"T8","1993-06-11","AP699",53
"T46","2016-12-12","AP405",13
"T44","2018-08-14","AP377",82
"T33","1993-04-11","AP937",30
"T4","2000-12-25","AP420",77
"T6","2014-05-08","AP211",18
"T46","2010-04-04","AP560",21
"T41","2008-04-30","AP480",244
"T3","2013-04-13","AP159",115
"T18","1996-12-28","AP93",98
"T28","2006-04-26","AP308",17
"T46","1998-11-18","AP264",148
"T14","2000-08-10","AP629",260
"T46","2014-08-18","AP370",75
"T22","2015-07-14","AP65",5
"T12","2019-01-07","AP915",132
"T27","2000-07-22","AP290",32
"T49","1996-07-24","AP82",4
"T8","2001-05-28","AP738",60
"T5","2011-10-19","AP596",46
"T21","2001-01-10","AP540",20
"T3","1999-02-04","AP902",115
"T1","2006-04-13","AP785",45
"T41","2015-12-26","AP319",22
"T45","2001-06-09","AP914",9
"T50","1994-02-16","AP978",30
"T21","1994-01-10","AP594",13
"T18","1990-08-02","AP898",14
"T14","2019-01-21","AP683",11
"T38","2016-06-06","AP780",24
"T14","2004-11-24","AP349",7
"T9","2007-08-08","AP194",29
"T12","2005-10-28","AP399",5
"T40","2008-06-06","AP321",52
"T41","2007-03-19","AP196",18
"T23","1997-12-28","AP270",115
"T38","2006-09-03","AP689",1
"T26","2012-01-11","AP322",37
"T27","2013-10-23","AP988",9
"T21","1997-05-16","AP633",7
"T32","1999-03-14","AP271",64
"T47","1992-11-28","AP913",5
"T40","2013-10-29","AP273",35
"T24","2004-01-28","AP189",28
"T48","1990-03-09","AP706",26
"T3","1996-01-13","AP489",28
"T33","2011-11-22","AP155",12
"T11","1999-10-14","AP822",1
"T15","1990-08-01","AP461",45
"T10","1994-10-18","AP401",45
"T21","2003-10-20","AP946",82
"T7","2001-03-20","AP345",23
"T47","2014-04-27","AP59",217
"T40","2001-01-02","AP256",17
"T32","2003-10-05","AP528",11
"T8","1995-01-10","AP317",14
"T17","2000-02-29","AP151",22
"T20","2005-01-15","AP659",35
"T26","2006-04-13","AP619",49
"T25","1997-08-13","AP992",16
"T4","2013-03-16","AP450",15
"T38","2000-04-09","AP69",15
"T33","2016-03-22","AP118",13
"T4","1997-03-30","AP978",32
"T33","2014-05-08","AP706",46
"T10","2008-08-26","AP56",87
"T16","1996-02-18","AP543",233
"T28","2011-05-10","AP234",38
"T48","2017-09-30","AP937",32
"T30","2002-12-07","AP609",14
"T46","2004-01-13","AP757",50
"T50","2017-07-16","AP294",32
"T4","2006-08-09","AP911",10
"T49","2019-10-03","AP747",35
"T9","1990-04-13","AP159",38
"T39","1994-08-12","AP793",532
"T39","2014-03-16","AP227",29
"T43","2010-10-09","AP250",6
"T26","1995-08-16","AP39",17
"T12","2012-11-03","AP705",19
"T26","2013-08-19","AP53",24
"T32","1994-09-25","AP161",7
"T9","1999-05-27","AP21",43
